State,County,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Employment.Nonemployer Establishments,Employment.Private Non-farm Employment,Employment.Private Non-farm Employment Percent Change,Employment.Private Non-farm Establishments,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,"Ethnicities.White Alone, not Hispanic or Latino",Housing.Homeownership Rate,Housing.Households,Housing.Housing Units,Housing.Median Value of Owner-Occupied Units,Housing.Persons per Household,Housing.Units in Multi-Unit Structures,Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Miscellaneous.Building Permits,Miscellaneous.Foreign Born,Miscellaneous.Land Area,Miscellaneous.Language Other than English at Home,Miscellaneous.Living in Same House +1 Years,Miscellaneous.Manufacturers Shipments,Miscellaneous.Mean Travel Time to Work,Miscellaneous.Percent Female,Miscellaneous.Veterans,Population.2010 Population,Population.2014 Population,Population.Population Percent Change,Population.Population per Square Mile,Sales.Accommodation and Food Services Sales,Sales.Merchant Wholesaler Sales,Sales.Retail Sales,Sales.Retail Sales per Capita,Employment.Firms.American Indian-Owned,Employment.Firms.Asian-Owned,Employment.Firms.Black-Owned,Employment.Firms.Hispanic-Owned,Employment.Firms.Native Hawaiian and Other Pacific Islander-Owned,Employment.Firms.Total,Employment.Firms.Women-Owned
TX,Jefferson County,13.4,23.7,6.8,17.8,82.4,14983,100836,-2.9,5623,1.0,3.9,34.3,18.9,0.1,1.5,59.3,42.5,64.1,92634,107234,96200,2.55,22.2,42568,23236,21.0,1061,10.7,876.3,20.0,84.0,0,19.0,48.8,17635,252273,252235,0.0,287.9,3875,28525,39731,16453,0.4,6.7,19.8,6.6,0.0,17642,28.8
TX,Jim Hogg County,15.8,30.0,9.0,10.9,66.1,392,1369,-1.2,95,0.6,0.7,0.8,91.6,0.0,0.7,97.2,6.7,76.7,1805,2445,50700,2.9,8.5,36121,19212,14.0,0,11.7,1136.14,81.9,86.8,0,27.9,49.8,304,5300,5255,-0.8,4.7,36,0,616,12577,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Jim Wells County,14.1,28.2,8.1,11.1,70.5,2901,16131,-3.0,940,1.1,0.6,1.0,79.7,0.1,0.8,96.5,18.7,72.7,13728,16220,69000,2.96,9.0,40585,20452,21.7,26,4.5,864.97,50.2,86.1,0,24.2,50.6,2183,40838,41353,1.3,47.2,460,1933,4623,11263,0.0,0.0,0.0,0.0,0.0,3523,23.0
TX,Johnson County,13.2,26.4,6.5,16.7,83.1,11416,35000,1.2,2631,1.0,0.9,3.2,20.0,0.5,1.7,92.7,74.0,75.4,52044,59037,113900,2.87,9.2,57535,24816,12.0,960,7.0,724.69,14.9,86.0,14413,29.9,50.0,10784,150934,157456,4.3,208.3,1263,5362,12696,8490,0.6,0.0,3.0,6.9,0.0,13199,23.4
TX,Jones County,14.4,17.8,4.8,8.9,72.4,1195,2571,0.5,279,1.3,0.7,13.4,27.1,0.0,1.4,83.2,59.0,80.2,5641,7402,61500,2.33,3.6,41297,14827,18.5,1,3.7,928.55,19.3,77.9,0,23.4,37.1,1808,20202,19936,-1.3,21.8,46,3789,1633,8527,0.0,0.0,0.0,0.0,0.0,1607,17.6
TX,Karnes County,14.5,21.2,5.8,11.2,70.8,970,3634,17.9,303,1.1,0.4,8.7,52.5,0.0,0.8,89.0,38.5,72.3,4497,5813,75000,2.54,9.5,42862,19899,23.3,78,5.7,747.56,34.7,83.0,0,21.7,41.7,1196,14824,14906,0.6,19.8,86,406,1018,6766,0.0,0.0,0.0,0.0,0.0,1150,0.0
TX,Kaufman County,11.8,27.6,6.9,17.6,82.5,9203,21734,3.4,1703,1.0,1.0,10.7,19.4,0.1,1.8,85.4,67.5,77.8,34922,39192,129500,2.97,7.3,61194,24954,13.3,219,7.3,780.7,15.5,83.7,11725,31.8,50.8,6981,103350,111236,7.6,132.4,936,4431,9438,9770,0.9,0.0,0.0,0.0,0.0,10231,27.2
TX,Kendall County,19.1,23.4,4.9,39.7,90.0,4656,10932,3.9,1112,0.7,1.0,1.1,22.4,0.1,1.5,95.7,74.4,74.5,12760,15011,274400,2.7,11.5,73410,35827,9.3,380,8.3,662.45,17.6,84.8,1809,26.7,51.2,3749,33410,38880,16.4,50.4,557,2853,8080,25877,0.0,0.0,1.1,7.8,0.0,5224,28.0
TX,Kenedy County,15.3,25.5,7.3,10.6,65.3,16,107,1.9,13,1.5,0.5,4.3,74.0,0.0,0.3,93.5,21.3,28.9,159,233,56200,3.28,11.0,43438,15157,32.8,0,17.4,1458.33,30.5,99.8,0,17.7,48.3,30,416,400,-3.8,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Kent County,26.9,21.5,3.4,23.1,83.4,64,0,0.0,17,1.3,0.0,1.1,18.1,0.1,2.0,95.4,78.2,74.8,401,552,64300,2.15,0.0,46875,24839,8.6,0,3.4,902.51,6.7,80.3,0,10.5,50.7,60,808,785,-2.8,0.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,91,0.0
TX,Kerr County,26.8,19.4,5.1,28.2,87.4,5077,15135,0.8,1383,1.1,1.0,2.0,25.6,0.1,1.7,94.0,70.2,68.8,20357,24001,150700,2.35,13.3,43601,26334,14.9,91,6.3,1103.32,17.9,81.9,1617,19.6,51.8,6283,49625,50562,1.9,45.0,975,0,7198,15159,0.0,0.0,0.0,8.9,0.0,6312,23.2
TX,Kimble County,26.5,19.0,4.9,17.6,79.1,590,905,8.3,134,1.1,0.7,0.5,25.5,0.1,0.8,96.8,72.3,74.5,1895,3369,85100,2.37,5.6,43424,27502,19.5,5,7.0,1250.99,21.0,86.5,0,16.5,50.7,410,4607,4438,-3.7,3.7,81,1,786,17777,0.0,0.0,0.0,0.0,0.0,539,26.9
TX,King County,17.6,20.6,7.6,20.5,81.7,0,0,0.0,0,1.5,0.0,0.0,17.2,0.0,3.1,95.4,79.0,42.1,126,186,91000,2.53,6.5,65000,29836,5.9,0,17.1,910.87,23.6,90.6,0,11.2,50.4,6,286,262,-8.4,0.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Kinney County,25.3,19.1,4.5,14.6,68.9,184,367,6.4,38,1.2,0.6,1.8,56.5,0.2,1.7,94.4,40.6,82.0,1195,1939,65800,2.81,9.2,33257,16700,25.7,1,15.3,1360.06,58.1,81.6,0,21.8,43.9,497,3598,3526,-2.0,2.6,10,0,80,2430,0.0,0.0,0.0,0.0,0.0,217,18.9
TX,Kleberg County,12.4,24.5,7.3,23.6,74.1,1517,7685,7.0,567,0.8,2.4,4.4,71.7,0.2,1.5,90.8,21.6,57.1,11241,13249,74500,2.68,20.2,40566,18918,24.5,36,7.4,881.31,49.5,80.3,0,16.5,48.8,2247,32061,32190,0.4,36.4,432,0,6570,21446,0.0,0.0,0.0,45.0,0.0,2053,0.0
TX,Knox County,20.7,26.1,7.5,12.5,78.6,249,707,-4.3,98,1.3,0.2,6.1,33.6,0.1,2.0,90.4,59.3,65.9,1557,2044,40900,2.31,8.7,34295,19396,20.8,0,7.9,850.62,21.6,84.9,0,14.6,50.3,279,3719,3858,3.7,4.4,14,416,343,9896,0.0,0.0,0.0,0.0,0.0,368,0.0
TX,Lamar County,18.4,23.7,6.5,16.5,83.1,3748,15563,-6.7,1187,1.7,0.7,13.5,7.5,0.0,2.7,81.4,74.8,65.2,19416,22582,85300,2.5,14.4,40104,21468,19.1,43,4.2,907.19,7.3,81.4,24116,19.9,51.7,3800,49793,49523,-0.5,54.9,610,0,6375,13019,0.0,0.0,0.0,0.0,0.0,5469,31.5
TX,Lamb County,16.3,28.3,8.3,14.0,70.2,716,2536,-1.8,245,1.8,0.4,5.1,54.0,0.1,1.7,91.0,40.3,71.4,4803,6102,56900,2.85,8.0,36727,18744,22.1,7,9.8,1016.18,36.9,83.1,0,14.5,50.0,597,13977,13574,-2.9,13.8,69,842,957,6933,0.0,0.0,0.0,0.0,0.0,1038,15.9
TX,Lampasas County,18.0,23.4,5.9,19.8,86.0,1376,3613,1.9,386,1.2,1.3,4.1,18.9,0.3,2.9,90.2,73.1,74.9,7289,9001,129100,2.68,6.3,49277,23423,16.9,236,7.1,712.84,14.8,83.2,0,28.4,50.8,3231,19677,20156,2.4,27.6,161,115,2071,10008,0.0,0.0,0.0,0.0,0.0,1639,29.0
TX,La Salle County,13.2,20.7,6.7,5.1,52.9,592,1856,6.7,125,0.8,0.5,1.1,84.4,0.0,0.8,96.8,13.9,71.1,1864,2878,48200,3.29,13.6,26756,13307,21.7,24,7.7,1486.69,62.4,82.5,0,27.6,41.3,267,6886,7474,8.5,4.6,53,0,798,13480,0.0,0.0,0.0,34.7,0.0,424,30.2
TX,Lavaca County,21.9,23.6,6.0,16.3,79.2,1705,5370,-0.7,486,0.6,0.4,7.0,17.7,0.1,1.2,90.7,74.5,79.5,7711,10362,92800,2.45,4.1,44149,24299,8.3,11,6.0,969.71,18.1,89.7,2382,27.2,51.3,1280,19263,19721,2.4,19.9,90,2211,1720,9224,0.0,0.0,0.0,0.0,0.0,1762,27.7
TX,Lee County,17.7,22.6,5.7,15.7,81.6,1296,5426,15.4,421,1.1,0.5,11.3,22.9,0.2,1.4,85.5,64.2,76.7,6078,7599,118400,2.63,5.5,51534,25123,12.4,3,7.2,629.02,18.4,84.2,1284,27.4,49.7,1392,16612,16742,0.8,26.4,132,581,1625,10056,0.0,0.0,0.0,0.0,0.0,1826,14.0
TX,Leon County,23.4,22.3,6.7,14.8,82.9,1444,4251,-0.2,362,0.8,0.8,7.5,14.2,0.0,1.4,89.5,76.3,83.9,6349,9537,90300,2.63,3.1,44452,24170,17.7,0,5.6,1073.15,10.0,90.0,0,24.3,50.4,1862,16801,16861,0.4,15.7,131,923,1598,9761,0.0,0.0,0.0,0.0,0.0,1647,0.0
TX,Liberty County,12.7,25.1,6.8,8.8,75.1,4662,12382,4.5,1031,1.0,0.7,10.9,20.7,0.1,1.6,85.7,66.5,78.1,24844,29505,84400,2.82,5.3,47228,19740,18.4,300,6.8,1158.42,16.6,80.5,0,34.1,50.8,5416,75643,78117,3.3,65.3,488,1515,6530,8729,0.0,0.0,0.0,9.0,0.0,5296,0.0
TX,Limestone County,17.5,23.1,6.3,12.4,79.3,1326,5460,4.1,407,1.1,0.6,18.1,20.8,0.1,1.6,78.5,59.6,75.2,7929,10555,83200,2.72,6.5,38823,19352,21.5,4,9.5,905.29,17.5,85.4,2108,20.8,48.1,1809,23384,23524,0.6,25.8,182,274,2683,11976,0.0,0.0,0.0,0.0,0.0,1648,39.5
TX,Lipscomb County,14.4,26.7,6.2,21.5,81.6,318,872,-2.8,95,2.1,0.5,1.8,31.6,0.2,2.3,93.2,64.5,70.9,1115,1510,89400,2.99,7.1,57978,29017,10.9,6,12.9,932.18,23.7,84.0,0,19.4,48.8,235,3302,3553,7.6,3.5,0,471,244,8169,0.0,0.0,0.0,0.0,0.0,318,0.0
TX,Live Oak County,19.8,20.0,4.9,14.3,79.6,1025,3996,0.0,283,1.2,0.7,4.9,37.5,0.0,0.9,92.3,56.3,81.8,3882,6106,85500,2.58,2.9,42829,21016,17.1,12,5.1,1039.7,28.4,88.4,0,27.3,46.2,1218,11531,12091,4.9,11.1,116,252,1127,9981,0.0,0.0,0.0,0.0,0.0,1191,0.0
TX,Llano County,33.9,15.5,4.3,25.4,86.7,2037,3529,7.1,434,0.9,0.6,1.3,9.8,0.0,1.2,96.0,87.1,78.0,8519,14734,159000,2.23,14.1,44094,33634,14.1,202,2.7,934.03,6.3,86.8,0,23.7,51.7,2750,19301,19510,1.1,20.7,610,948,1130,6183,0.0,0.0,0.0,0.0,0.0,2875,0.0
TX,Loving County,15.1,30.2,9.3,7.9,89.5,12,0,0.0,2,3.5,0.0,0.0,20.9,0.0,0.0,96.5,75.6,48.5,33,50,86000,2.64,4.8,68750,34068,12.0,0,0.0,668.93,0.0,83.9,0,24.5,41.9,2,82,86,4.9,0.1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Lubbock County,11.8,24.2,6.8,27.9,84.4,19619,107329,1.6,6918,1.1,2.3,7.8,34.0,0.1,1.7,87.0,55.2,58.5,105277,121098,108700,2.57,24.5,44397,23773,20.4,2128,5.6,895.6,21.8,75.1,0,16.0,50.6,15832,278831,293974,5.4,311.3,0,37074,39248,14929,0.7,2.0,2.1,12.8,0.0,23670,23.1
TX,Lynn County,15.8,27.3,7.1,17.7,76.1,352,632,-1.6,85,1.9,0.3,2.5,47.7,0.0,1.9,93.4,48.8,71.4,2179,2675,70200,2.63,6.6,44375,21639,20.2,3,7.4,891.87,34.8,86.6,0,19.7,49.6,260,5915,5771,-2.4,6.6,7,0,197,3415,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,McCulloch County,21.7,23.4,6.2,15.0,77.1,713,2489,-1.1,217,1.0,0.6,2.8,31.1,0.0,1.2,94.4,65.2,76.7,2967,4282,69300,2.75,7.8,39194,20677,16.6,0,6.2,1065.6,19.3,84.7,0,17.5,50.2,585,8283,8199,-1.0,7.8,87,311,1042,13357,0.0,0.0,0.0,0.0,0.0,1150,0.0
TX,McLennan County,13.4,24.8,7.1,21.7,82.3,13846,96751,3.1,5022,1.1,1.6,15.1,25.2,0.1,1.8,80.3,57.3,59.6,84862,97280,108300,2.69,23.6,41922,21660,22.0,1468,8.3,1037.1,19.3,80.1,58889,18.8,51.2,16215,234906,243441,3.6,226.5,3752,46062,29425,12892,0.7,1.6,5.1,8.9,0.0,16888,28.4
TX,McMullen County,22.9,20.5,4.1,6.8,67.0,111,424,35.5,36,0.5,0.5,1.4,37.8,0.0,2.6,95.0,59.4,81.1,254,486,63200,2.43,1.3,39500,27375,19.2,0,10.6,1139.43,52.5,91.2,0,12.4,48.8,47,707,805,13.9,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,87,0.0
TX,Madison County,14.7,21.5,5.7,12.5,78.8,960,2826,17.0,224,1.1,0.8,20.3,22.2,0.0,1.7,76.0,56.0,71.7,3743,5182,94200,2.72,4.3,41732,15131,25.2,4,5.9,466.07,18.3,86.8,0,26.7,42.0,874,13664,13861,1.4,29.3,131,319,1788,13503,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Marion County,23.6,18.4,4.5,12.2,81.0,715,1357,7.1,154,1.1,0.7,22.2,4.1,0.0,2.0,73.9,70.7,74.9,4563,6245,72900,2.26,5.0,31967,20337,23.2,2,1.4,380.88,4.8,89.4,0,29.5,51.1,1205,10546,10149,-3.7,27.7,57,55,663,6230,0.0,0.0,0.0,0.0,0.0,824,0.0
TX,Martin County,12.2,30.2,8.9,10.9,70.1,383,1104,9.9,99,1.3,0.3,2.3,45.6,0.1,1.2,94.7,51.1,74.8,1555,1863,72200,3.13,4.5,42607,20859,15.8,3,11.8,914.94,29.4,85.2,0,18.2,50.2,236,4799,5460,13.8,5.2,0,244,453,10274,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Mason County,27.4,20.1,4.1,26.5,82.0,566,828,0.2,134,0.6,0.2,1.0,23.8,0.2,0.9,96.9,74.3,83.0,1699,2747,170100,2.37,2.8,46865,27504,13.6,4,8.3,928.8,17.0,90.1,0,17.9,50.3,414,4012,4071,1.5,4.3,36,413,289,7426,0.0,0.0,0.0,0.0,0.0,827,0.0
TX,Matagorda County,15.8,25.5,7.1,14.5,78.1,2561,7902,-6.4,730,1.3,2.2,11.5,40.4,0.1,1.4,83.5,45.7,70.2,13260,19013,92000,2.72,13.7,43096,23389,21.1,222,10.7,1100.28,28.0,90.7,0,22.7,50.2,2636,36702,36519,-0.5,33.4,388,0,3139,8547,0.0,0.0,0.0,0.0,0.0,2943,23.0
TX,Maverick County,11.4,31.9,9.0,12.2,56.6,4427,11360,-0.3,771,1.5,0.5,0.6,95.1,0.0,0.4,96.9,3.1,71.1,15714,18034,86300,3.45,15.7,31395,13668,30.5,99,34.9,1279.26,94.2,89.2,0,20.3,50.6,1159,54258,57023,5.1,42.4,485,0,5047,9897,0.0,0.0,0.0,78.0,0.0,4417,0.0
TX,Medina County,15.5,23.9,5.5,20.0,80.5,3142,6548,6.9,687,1.0,0.9,2.8,50.9,0.1,1.2,93.9,44.9,78.1,15284,18080,112900,2.86,5.6,55326,22413,17.7,49,5.5,1325.36,34.0,89.4,753,29.7,48.4,4392,46006,47894,4.1,34.7,297,1899,3600,8231,0.0,0.0,0.0,28.6,0.0,3877,0.0
TX,Menard County,30.1,17.6,4.8,18.8,75.3,263,0,0.0,39,1.4,0.3,1.7,35.4,0.1,0.6,95.9,62.2,72.1,871,1702,56400,2.49,2.7,31215,18253,23.5,0,4.9,902.03,27.6,81.3,0,20.6,50.0,277,2242,2147,-4.2,2.5,0,66,163,7758,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Midland County,10.2,27.6,8.4,24.4,81.8,14947,79755,8.5,4977,1.1,1.6,6.8,42.4,0.1,1.5,88.9,48.6,67.7,50644,57999,148600,2.78,23.1,62993,33672,10.4,1553,8.7,900.3,30.0,81.5,5338,18.8,49.8,8820,136872,155830,13.8,152.0,2591,24116,22767,18058,0.0,3.1,2.5,16.0,0.0,16151,24.0
TX,Milam County,19.4,24.8,6.3,14.4,81.2,1568,4168,-0.6,398,1.2,0.7,10.0,25.5,0.0,1.3,86.7,63.2,68.4,9330,11374,78400,2.58,7.0,37391,21248,19.2,10,4.6,1016.93,15.1,85.9,0,25.8,50.3,1921,24757,24256,-2.0,24.3,176,873,1813,7334,0.0,0.0,0.0,0.0,0.0,1834,26.9
TX,Mills County,25.2,22.4,4.9,21.9,81.5,426,876,3.5,109,0.9,0.2,1.1,17.3,0.0,1.2,96.5,80.3,80.1,1817,2849,104100,2.59,2.7,44213,22651,13.1,0,7.3,748.26,11.5,94.4,0,17.5,51.0,411,4936,4870,-1.3,6.6,20,0,703,14123,0.0,0.0,0.0,0.0,0.0,661,0.0
TX,Mitchell County,13.8,20.0,5.3,8.3,75.3,458,1601,5.7,143,1.5,0.7,11.9,39.2,0.1,1.7,84.1,48.5,74.6,2748,4049,45800,2.53,5.7,42045,15936,11.7,5,6.4,911.09,26.6,74.6,0,22.5,39.9,625,9403,9076,-3.5,10.3,36,33,557,6003,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Montague County,21.5,23.0,6.0,16.6,82.0,1886,4722,4.3,420,1.4,0.4,0.8,10.5,0.0,1.4,96.0,86.5,75.6,8038,10154,86000,2.41,9.0,44231,24699,15.6,0,4.6,930.91,9.1,85.2,0,25.5,50.8,1847,19719,19416,-1.5,21.2,109,385,2136,10894,0.0,0.0,0.0,0.0,0.0,2204,31.5
TX,Montgomery County,12.0,26.8,6.8,30.7,86.3,41229,136265,6.3,9945,1.0,2.7,4.9,22.5,0.1,1.7,89.6,68.6,72.9,163462,195381,166200,2.87,15.5,67766,32911,12.4,7145,12.9,1041.74,19.2,83.5,36670,31.7,50.5,32099,455746,518947,13.9,437.5,7285,63993,52600,12748,0.0,2.1,0.0,9.7,0.0,40269,25.9
TX,Moore County,10.2,31.3,9.5,13.2,67.5,1013,8332,0.7,460,1.5,8.6,3.0,52.8,0.2,1.2,85.5,34.9,72.8,6820,7983,85600,3.2,12.6,51181,19770,15.4,16,28.3,899.69,54.1,80.6,0,16.4,47.9,582,21904,22148,1.1,24.3,229,0,2178,10995,0.0,0.0,0.0,26.0,0.0,1437,0.0
TX,Morris County,21.0,22.9,6.3,13.1,82.0,797,4183,-3.8,235,1.2,0.5,23.0,9.1,0.1,2.0,73.1,65.1,74.2,4949,6020,69900,2.56,7.3,37849,20045,20.6,1,4.3,251.99,7.6,84.4,11404,23.1,52.0,1204,12934,12743,-1.5,51.3,88,1389,703,5402,3.6,0.0,7.4,0.0,0.0,1102,36.9
TX,Motley County,28.4,19.9,3.7,18.1,86.8,124,130,0.0,27,1.7,0.9,2.1,16.5,0.0,0.2,95.1,79.9,66.3,433,779,59800,2.73,3.0,35845,18828,25.5,0,2.5,989.56,10.5,83.5,0,17.8,48.4,74,1210,1153,-4.7,1.2,3,0,52,4085,0.0,0.0,0.0,0.0,0.0,257,0.0
TX,Nacogdoches County,13.1,23.5,7.2,24.3,80.5,3830,17763,2.9,1301,0.9,1.7,18.3,18.5,0.1,1.7,77.3,60.3,58.1,23586,27960,101700,2.52,20.1,36777,20362,25.7,68,9.2,946.54,16.2,77.3,14188,18.7,52.3,3412,64524,65301,1.2,68.2,878,0,6912,11048,0.0,0.0,8.1,3.4,0.0,4826,19.1
TX,Navarro County,16.2,26.2,7.3,16.5,78.6,3141,13346,4.8,940,1.1,0.8,14.0,25.6,0.9,1.7,81.5,58.0,67.8,17466,20459,79500,2.68,11.1,40795,20327,21.1,23,11.3,1009.63,20.5,85.1,7585,24.2,50.5,3124,47735,48195,0.8,47.3,426,2857,4717,9664,0.0,0.8,3.1,0.0,0.0,3311,32.2
TX,Newton County,17.7,21.7,5.6,7.5,85.1,626,1115,-2.0,130,0.8,0.7,20.1,3.6,0.0,1.5,76.9,73.8,76.8,4865,7157,77500,2.87,2.4,37246,20431,16.1,0,2.3,933.68,3.8,89.2,0,33.7,48.4,1518,14445,14138,-2.1,15.5,18,99,509,3704,0.0,0.0,0.0,0.0,0.0,842,0.0
TX,Nolan County,16.9,25.8,6.6,12.5,78.7,985,4277,1.0,339,1.0,0.7,5.2,36.0,0.0,1.5,91.6,57.7,69.7,5527,7112,52200,2.65,12.1,36806,19002,18.5,0,4.5,912.0,22.1,84.4,2248,17.0,49.7,1008,15216,15093,-0.8,16.7,168,0,1796,12325,0.0,0.0,0.0,0.0,0.0,940,0.0
TX,Nueces County,13.0,25.3,6.8,20.0,79.8,22777,133037,0.6,7868,0.8,2.0,4.4,62.4,0.1,1.4,91.2,30.9,58.6,123915,145670,110300,2.72,27.5,47057,23671,18.4,2452,7.7,838.48,40.2,80.1,0,19.7,50.7,28867,340223,356221,4.7,405.8,6619,29785,43144,13529,0.8,1.9,2.4,35.0,0.0,29355,25.3
TX,Ochiltree County,10.3,31.5,8.9,15.3,69.5,785,4176,0.7,374,1.4,0.8,1.0,51.5,0.0,1.3,95.4,45.8,70.0,3736,4057,80100,2.78,9.8,49964,23382,17.3,7,21.8,917.63,42.7,83.6,0,17.8,49.1,500,10223,10758,5.2,11.1,91,1391,974,10288,0.0,0.0,0.0,0.0,0.0,1073,0.0
TX,Oldham County,13.9,28.1,4.0,31.3,87.3,169,505,-6.3,38,1.1,1.2,3.6,14.6,0.0,1.8,92.3,78.6,72.6,748,846,83700,2.35,4.9,48929,22519,14.2,0,3.5,1500.53,10.4,88.2,0,17.6,48.9,83,2052,2070,0.9,1.4,29,0,167,8118,0.0,0.0,0.0,0.0,0.0,114,0.0
TX,Orange County,15.1,24.7,6.7,13.0,86.2,4665,19530,1.8,1361,0.7,1.1,8.8,6.9,0.1,1.5,87.8,81.6,76.0,31162,36080,91900,2.62,9.1,49507,24736,14.4,428,2.2,333.67,5.3,85.8,0,22.9,50.5,6481,81837,83433,2.0,245.3,852,1143,8519,10328,0.0,0.0,6.1,0.0,0.0,6682,26.8
TX,Palo Pinto County,18.2,24.2,6.6,15.1,79.4,2076,6702,3.3,627,1.0,0.7,2.5,19.8,0.1,1.5,94.2,75.5,71.6,10491,15311,85200,2.64,10.5,41670,23655,18.5,5,6.2,951.79,12.9,85.9,3071,23.7,50.9,2430,28111,28096,-0.1,29.5,448,0,2726,9972,0.0,0.0,0.0,0.0,0.0,2948,0.0
TX,Panola County,16.9,24.2,6.4,11.8,83.5,1537,7664,-12.0,487,0.6,0.5,16.0,9.1,0.1,1.7,81.0,73.1,81.4,8873,10972,83900,2.63,2.6,52453,26525,12.7,14,4.1,801.75,6.7,87.4,2640,24.8,50.5,1737,23796,23769,-0.1,29.7,183,800,2219,9638,0.0,0.0,0.0,0.0,0.0,1651,26.8
TX,Parker County,14.8,24.4,5.7,25.0,88.1,11363,26889,3.4,2379,0.9,0.7,1.7,11.4,0.1,1.6,95.1,84.4,79.2,42322,47807,152900,2.72,6.7,64515,30692,10.9,382,4.1,903.48,8.5,86.2,5503,31.0,50.0,10653,116927,123164,5.3,129.4,1103,5242,15178,13971,0.0,0.0,0.0,4.5,0.0,12395,24.0
TX,Parmer County,12.7,29.1,8.2,16.2,62.5,480,3383,11.2,207,2.0,0.5,1.7,62.1,0.3,1.0,94.4,35.9,71.2,3215,3785,86400,3.12,4.7,44943,19304,21.3,13,17.7,880.78,49.4,83.4,0,15.0,48.3,367,10269,9908,-3.5,11.7,18,2249,394,4199,0.0,0.0,0.0,0.0,0.0,718,0.0
TX,Pecos County,12.4,24.5,7.6,12.7,68.7,898,4625,3.0,337,1.1,1.2,4.4,67.6,0.1,1.0,92.2,26.5,65.4,4588,5596,64300,2.89,13.1,47019,20245,16.7,7,14.3,4763.85,52.2,81.8,0,17.0,43.3,825,15507,15893,2.5,3.3,243,1170,1539,9730,0.0,0.0,0.0,0.0,0.0,1211,15.0
TX,Polk County,19.9,20.5,5.6,11.3,76.9,3507,8333,-1.6,712,2.2,0.7,11.4,14.4,0.1,1.4,84.1,71.0,79.6,16980,23934,78600,2.44,3.1,37855,19498,20.2,469,6.4,1057.09,13.3,85.5,985,26.1,46.4,4558,45413,46079,1.5,43.0,333,511,4454,9587,0.0,0.0,0.0,0.0,0.0,4518,28.3
TX,Potter County,11.6,27.6,8.3,15.6,75.7,7985,60849,1.3,3630,1.3,4.8,10.6,37.4,0.1,2.0,81.1,46.3,58.5,42751,49045,85900,2.72,21.0,37951,19861,23.1,853,13.9,908.37,30.6,78.9,0,18.3,48.7,7520,121073,121627,0.5,133.3,3260,20640,24899,20620,1.8,0.0,0.0,17.0,0.0,10506,28.0
