State,County,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Employment.Nonemployer Establishments,Employment.Private Non-farm Employment,Employment.Private Non-farm Employment Percent Change,Employment.Private Non-farm Establishments,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,"Ethnicities.White Alone, not Hispanic or Latino",Housing.Homeownership Rate,Housing.Households,Housing.Housing Units,Housing.Median Value of Owner-Occupied Units,Housing.Persons per Household,Housing.Units in Multi-Unit Structures,Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Miscellaneous.Building Permits,Miscellaneous.Foreign Born,Miscellaneous.Land Area,Miscellaneous.Language Other than English at Home,Miscellaneous.Living in Same House +1 Years,Miscellaneous.Manufacturers Shipments,Miscellaneous.Mean Travel Time to Work,Miscellaneous.Percent Female,Miscellaneous.Veterans,Population.2010 Population,Population.2014 Population,Population.Population Percent Change,Population.Population per Square Mile,Sales.Accommodation and Food Services Sales,Sales.Merchant Wholesaler Sales,Sales.Retail Sales,Sales.Retail Sales per Capita,Employment.Firms.American Indian-Owned,Employment.Firms.Asian-Owned,Employment.Firms.Black-Owned,Employment.Firms.Hispanic-Owned,Employment.Firms.Native Hawaiian and Other Pacific Islander-Owned,Employment.Firms.Total,Employment.Firms.Women-Owned
TX,Presidio County,21.0,26.0,7.1,23.6,54.7,746,1000,8.1,130,1.6,1.6,1.5,82.7,0.0,0.9,94.3,14.0,71.9,2616,3824,48500,2.88,11.2,29634,16175,24.8,9,30.9,3855.24,87.1,87.6,0,15.7,50.1,374,7818,6976,-10.8,2.0,50,31,425,5616,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Rains County,23.6,20.2,5.0,11.0,82.2,816,1310,4.5,158,1.1,0.8,2.9,8.2,0.0,1.5,93.6,86.2,81.4,4232,5285,96300,2.57,4.7,44478,21946,13.6,5,4.1,229.45,7.2,86.5,0,32.6,50.0,1375,10914,11032,1.1,47.6,61,0,939,8372,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Randall County,13.6,24.3,6.6,30.2,91.1,9873,32194,-0.7,2397,0.9,1.7,3.2,19.5,0.1,1.7,92.5,74.3,69.1,48080,53497,141900,2.52,18.3,58529,29124,10.3,62,4.4,911.54,10.8,83.8,0,19.2,50.8,9293,120725,128220,6.2,132.4,1318,0,14655,12995,0.3,0.0,0.0,5.6,0.0,11877,26.7
TX,Reagan County,10.3,30.3,8.4,10.6,61.2,346,1313,18.3,115,1.1,0.7,3.9,65.9,0.0,2.2,92.1,30.2,72.5,1178,1379,66200,2.87,3.0,61250,26633,9.5,19,22.4,1175.3,50.8,86.6,0,17.7,47.7,93,3367,3755,11.5,2.9,22,43,237,7936,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Real County,28.5,17.3,5.2,19.5,76.6,440,541,-1.1,78,1.9,0.3,0.9,26.7,0.4,1.8,94.7,69.6,76.8,1127,2597,102200,2.89,0.2,33885,17931,20.2,0,2.7,699.2,13.2,82.1,0,20.7,50.6,392,3309,3371,1.9,4.7,36,0,94,3128,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Red River County,22.8,20.2,5.2,14.5,76.7,862,1375,-6.1,169,1.5,0.3,17.4,7.2,0.0,1.7,79.0,73.1,70.8,5052,6855,69200,2.47,7.7,31712,19014,16.1,8,3.0,1036.58,5.5,84.9,1017,26.6,51.7,1059,12860,12446,-3.2,12.4,0,151,612,4687,0.0,0.0,0.0,0.0,0.0,1116,0.0
TX,Reeves County,12.0,22.5,6.0,10.5,63.2,564,2337,1.4,214,0.9,1.1,5.5,74.4,0.1,0.8,91.6,19.1,75.0,3542,4624,40100,3.31,9.7,40571,15467,21.9,3,17.2,2635.38,62.1,83.3,0,16.8,39.9,603,13783,14349,4.1,5.2,124,0,1132,10197,0.0,0.0,0.0,44.8,0.0,529,18.0
TX,Refugio County,20.7,23.1,6.0,11.2,78.6,498,1744,5.3,150,1.0,0.8,6.7,49.8,0.0,1.5,90.0,42.5,77.6,2818,3718,66300,2.5,4.0,44548,23174,16.2,22,3.8,770.44,27.5,84.0,0,22.4,50.5,601,7383,7302,-1.1,9.6,0,179,619,8465,0.0,0.0,0.0,0.0,0.0,802,0.0
TX,Roberts County,18.6,24.7,4.2,33.2,92.6,76,0,0.0,14,0.3,0.2,0.5,10.9,0.0,2.4,96.6,86.4,90.1,374,439,104600,2.75,0.0,67321,36172,3.0,0,1.4,924.06,3.3,87.1,0,15.6,50.8,35,929,928,-0.1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Robertson County,18.5,24.4,6.7,15.8,76.3,1209,2740,8.7,278,0.9,0.8,20.6,19.7,0.1,1.6,76.0,58.3,71.2,5851,8541,77400,2.79,8.8,40601,21709,20.7,9,5.4,855.68,15.3,91.1,0,26.5,50.5,956,16622,16500,-0.7,19.4,151,0,1152,7285,0.0,0.0,0.0,0.0,0.0,1000,29.7
TX,Rockwall County,11.8,27.7,6.1,36.5,91.2,8134,20809,0.6,1885,0.8,2.8,6.1,17.0,0.1,1.8,88.4,72.6,83.6,26820,30626,187800,2.99,7.6,86119,34617,5.9,965,9.5,127.04,15.7,89.3,3012,30.8,51.0,5062,78337,87809,12.1,616.7,1059,0,9462,12797,0.0,0.0,3.8,5.9,0.0,8194,29.8
TX,Runnels County,20.6,24.0,5.5,14.9,77.6,821,2355,2.6,231,1.6,0.7,2.6,33.9,0.1,1.1,93.8,62.3,73.3,3818,5272,59100,2.67,5.1,37667,20235,21.9,4,5.5,1050.95,13.1,94.0,2069,18.1,50.0,877,10501,10416,-0.8,10.0,56,246,1283,12439,0.0,0.0,0.0,0.0,0.0,1245,0.0
TX,Rusk County,15.1,23.2,6.5,13.8,79.8,3057,12017,1.0,834,1.0,0.7,17.7,16.1,0.1,1.6,78.9,64.3,76.0,17772,21366,93000,2.73,6.0,45752,21640,17.8,3,6.4,924.03,13.2,81.8,0,24.1,47.1,4364,53330,53923,1.1,57.7,297,997,3543,7313,0.0,0.0,0.0,0.0,0.0,3256,0.0
TX,Sabine County,28.6,18.6,4.3,13.4,80.3,711,1310,-7.8,171,0.8,0.4,7.5,4.3,0.0,1.5,89.8,86.1,87.2,4161,8009,69300,2.52,1.5,32963,18762,25.8,0,1.7,491.39,5.0,90.8,0,28.8,50.7,1488,10834,10350,-4.5,22.0,33,0,519,5116,0.0,0.0,0.0,0.0,0.0,599,0.0
TX,San Augustine County,25.3,20.4,6.0,12.4,77.2,516,1165,0.3,129,0.6,0.5,22.8,7.4,0.0,1.5,74.7,68.3,77.7,3275,5348,68100,2.63,4.2,28390,18695,26.4,0,1.7,530.66,4.5,90.6,0,26.5,51.3,901,8865,8610,-2.9,16.7,13,63,700,8070,0.0,0.0,0.0,0.0,0.0,494,0.0
TX,San Jacinto County,20.0,22.4,5.5,12.0,78.9,1744,1014,1.6,196,0.9,0.5,10.3,12.7,0.0,1.9,86.2,74.9,83.0,9425,13138,88200,2.81,2.6,46107,24733,20.1,2,3.2,569.24,8.5,87.2,0,40.4,49.6,2308,26384,27099,2.7,46.3,39,0,547,2207,0.0,0.0,0.0,0.0,0.0,1894,0.0
TX,San Patricio County,14.2,27.3,7.1,14.7,77.0,4259,15936,5.0,1044,0.9,1.1,2.2,56.0,0.1,1.4,94.2,40.2,68.6,22147,27016,89800,2.91,15.2,50657,23373,17.0,243,4.8,693.45,35.8,83.4,0,22.3,49.8,5350,64804,66915,3.3,93.5,775,1351,6215,9101,0.0,0.0,0.0,27.2,0.0,5226,27.6
TX,San Saba County,22.8,20.8,5.8,13.1,81.0,591,804,-1.7,147,1.3,0.3,2.5,29.1,0.0,1.6,94.4,67.1,79.4,2035,3168,71300,2.67,3.9,37743,18009,15.2,0,7.4,1135.3,21.6,87.7,0,18.8,47.7,457,6131,5622,-8.3,5.4,41,180,604,10246,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Schleicher County,15.1,29.2,5.8,21.9,76.3,273,508,12.1,54,0.6,0.5,1.8,52.2,0.0,1.7,95.4,45.4,73.8,1078,1492,86400,3.05,8.1,50648,24787,22.8,1,13.0,1310.63,34.2,88.1,0,23.8,48.9,169,3461,3162,-8.6,2.6,3,130,103,3770,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Scurry County,13.7,25.5,7.5,14.4,76.1,1105,5743,6.0,434,1.2,0.8,5.1,39.3,0.1,1.4,91.4,54.5,71.9,5846,7199,87200,2.6,9.4,47513,22860,15.7,8,6.7,905.44,28.7,81.7,0,16.0,46.0,1065,16921,17328,2.4,18.7,206,0,1995,12443,3.6,0.0,0.0,12.7,0.0,1408,18.4
TX,Shackelford County,18.5,23.5,5.7,25.4,87.1,469,1445,11.1,129,0.6,0.4,1.4,11.5,0.1,1.6,95.9,85.5,75.1,1445,1755,66200,2.29,7.1,47277,25436,16.1,0,4.7,914.29,8.4,91.6,0,18.7,51.2,200,3378,3343,-1.0,3.7,19,41,148,4764,0.0,0.0,0.0,0.0,0.0,584,0.0
TX,Shelby County,16.1,26.4,7.2,13.7,77.5,1669,7005,-2.6,523,0.9,1.0,17.6,18.0,0.0,1.2,79.2,62.8,71.7,9781,11924,72000,2.59,5.3,37081,21126,22.1,15,9.8,795.58,15.4,89.9,5520,23.1,50.5,1826,25448,25515,0.3,32.0,149,976,2465,9345,0.0,0.0,0.0,0.0,0.0,1960,25.6
TX,Sherman County,14.0,27.8,7.0,20.0,77.0,229,449,11.1,61,1.6,0.6,1.2,42.2,0.0,1.2,95.4,55.3,80.2,949,1282,81900,3.15,3.4,48185,21936,13.7,10,17.8,923.04,33.9,83.1,0,13.7,47.7,180,3034,3084,1.6,3.3,0,0,100,3486,0.0,0.0,0.0,0.0,0.0,138,0.0
TX,Smith County,15.5,24.9,7.0,24.5,85.2,17017,89369,3.7,5668,0.8,1.5,17.9,18.7,0.1,1.6,78.1,60.7,67.0,78459,88440,120800,2.64,17.1,47432,25626,16.7,389,9.1,921.45,16.9,81.2,54235,22.1,51.7,15549,209714,218842,4.4,227.6,3372,9221,31101,15706,0.0,0.0,7.2,6.9,0.0,21265,22.2
TX,Somervell County,18.1,23.5,5.1,29.0,84.4,707,3482,5.9,195,1.3,1.0,1.2,19.4,0.0,2.3,94.2,76.8,73.8,3193,3714,139900,2.58,5.4,55269,28134,9.3,18,7.4,186.46,16.4,82.0,0,26.4,50.7,774,8490,8694,2.4,45.5,231,148,551,7164,0.0,0.0,0.0,0.0,0.0,810,18.0
TX,Starr County,11.3,33.0,10.4,8.6,45.0,6579,9955,0.8,557,0.3,0.3,0.4,95.8,0.0,0.2,98.8,3.8,78.3,15949,19625,62900,3.81,7.3,24927,11584,39.2,0,31.3,1223.18,95.6,91.0,0,21.2,51.4,1007,60968,62955,3.3,49.8,261,0,4452,7306,0.0,1.9,0.0,73.2,0.0,6656,26.1
TX,Stephens County,19.1,22.3,5.4,15.6,80.6,850,2276,-4.0,255,1.1,0.5,2.6,22.9,0.0,1.0,94.7,73.0,75.1,3509,4926,72400,2.5,7.8,41728,20535,18.8,0,5.9,896.72,15.6,80.6,0,17.4,47.7,624,9630,9405,-2.3,10.7,62,213,788,8334,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Sterling County,16.7,26.7,5.5,22.3,76.9,186,406,17.0,46,1.8,0.1,1.3,38.0,0.1,2.3,94.3,57.8,66.2,458,615,71900,2.88,1.8,50543,20157,15.1,0,11.6,923.45,27.5,89.5,0,20.1,47.8,23,1143,1339,17.1,1.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,186,0.0
TX,Stonewall County,25.8,22.4,5.5,20.2,74.6,152,426,13.6,48,1.4,0.9,3.8,15.6,0.0,1.5,92.4,78.5,78.7,578,928,49900,2.27,3.2,42429,24063,16.6,0,2.4,916.31,10.4,95.6,0,18.0,51.9,122,1490,1403,-5.8,1.6,0,0,86,6254,0.0,0.0,0.0,0.0,0.0,205,0.0
TX,Sutton County,16.1,25.5,7.8,17.9,76.9,402,1268,-4.4,139,1.0,0.4,0.9,60.8,0.0,0.8,96.8,38.1,65.1,1445,2023,80700,2.79,8.4,53806,27721,7.3,0,9.4,1453.93,47.3,90.6,0,14.8,49.7,188,4128,3972,-3.8,2.8,97,292,419,9762,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Swisher County,18.1,25.4,6.8,16.3,78.3,465,1043,0.1,148,1.4,0.4,8.3,42.1,0.1,1.4,88.4,48.8,73.1,2604,3207,62600,2.75,7.8,36753,17880,23.1,0,5.5,890.16,25.2,78.5,0,16.7,47.7,616,7854,7581,-3.5,8.8,40,423,352,4619,0.0,0.0,0.0,10.7,0.0,582,29.6
TX,Tarrant County,10.2,27.1,7.3,29.5,84.5,151025,729252,3.5,38782,0.9,5.3,16.2,27.8,0.2,2.3,75.2,49.3,61.7,659736,739329,136400,2.77,27.7,56853,28266,15.2,8985,15.6,863.61,27.7,82.4,433375,26.0,51.1,118263,1809034,1945360,7.5,2094.7,37635,258015,249314,14582,0.7,6.1,10.3,11.8,0.0,158104,30.0
TX,Taylor County,13.9,24.6,7.3,24.4,85.4,9461,53910,0.6,3379,1.0,1.9,7.8,23.6,0.1,2.6,86.6,65.2,60.8,49304,56716,95800,2.56,19.5,44891,23141,17.4,278,5.7,915.55,15.0,76.9,0,16.0,51.1,12003,131506,135143,2.8,143.6,2461,10797,20632,16305,0.0,0.0,0.0,0.0,0.0,12030,22.1
TX,Terrell County,23.0,20.1,5.8,17.4,74.5,84,74,-17.8,16,2.8,2.4,1.9,48.9,0.0,1.1,91.8,46.0,72.2,403,700,57000,2.08,1.0,39479,31578,10.0,0,9.9,2358.03,49.3,85.8,0,16.1,46.8,62,984,927,-5.8,0.4,0,0,38,4226,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Terry County,14.6,26.9,7.9,15.5,69.1,606,2423,-0.3,235,1.1,0.6,5.2,53.2,0.0,1.2,91.9,41.3,72.2,4067,4860,64900,2.83,7.2,37679,21201,14.0,3,9.8,888.84,35.9,79.7,0,20.0,47.2,490,12651,12739,0.7,14.2,99,873,1337,11012,0.0,0.0,0.0,0.0,0.0,703,20.7
TX,Throckmorton County,25.3,21.5,4.7,19.8,80.1,204,270,12.0,49,0.9,0.4,1.1,11.9,0.0,1.1,96.5,85.3,72.7,758,1079,57500,2.11,3.8,39286,24086,13.7,0,4.3,912.55,7.0,94.9,0,23.4,51.0,137,1641,1608,-2.0,1.8,0,34,68,4195,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Titus County,13.2,29.2,8.0,13.8,72.1,1636,13703,-3.4,634,2.4,1.0,10.3,41.5,0.2,1.3,84.8,46.8,71.8,10725,12071,91600,2.98,10.7,42939,19356,22.0,22,19.3,406.05,36.2,86.7,12914,18.2,50.5,1752,32334,32506,0.5,79.6,406,0,4251,14594,0.0,0.0,0.0,0.0,0.0,2249,0.0
TX,Tom Green County,14.5,23.6,6.8,21.6,82.6,7901,39341,6.2,2738,1.1,1.3,4.6,38.1,0.1,2.0,90.8,55.1,64.2,42286,47698,99000,2.5,18.8,44545,23712,16.2,629,6.9,1521.97,24.0,74.9,0,16.9,50.3,8975,110224,116608,5.8,72.4,0,0,0,0,1.2,0.0,0.0,0.0,0.0,10356,24.3
TX,Travis County,8.4,23.0,6.9,44.9,87.0,101952,514749,4.9,31086,1.3,6.5,8.9,33.9,0.1,2.4,80.7,49.7,51.8,411876,474929,219200,2.53,39.8,58025,33206,17.4,12673,17.8,990.2,31.3,76.5,282946,24.1,49.6,53933,1024266,1151145,12.4,1034.4,28337,141198,138794,14302,0.9,5.0,3.9,13.2,0.0,103385,28.2
TX,Trinity County,25.3,19.6,4.7,9.9,81.3,893,1766,6.3,182,0.8,0.4,9.8,9.2,0.0,1.6,87.3,78.7,81.4,5091,8747,80100,2.81,3.7,34555,18730,16.1,6,4.2,693.61,6.7,92.6,0,32.5,51.8,1421,14585,14224,-3.1,21.0,119,340,570,4067,0.0,0.0,0.0,0.0,0.0,845,0.0
TX,Tyler County,20.6,19.4,5.3,11.8,82.8,1092,2384,17.0,258,0.8,0.4,11.5,7.7,0.0,1.3,86.1,79.2,82.6,8224,10604,75100,2.37,2.9,39940,19612,17.4,1,1.8,924.5,6.9,88.5,0,32.7,45.9,1909,21766,21418,-1.6,23.5,97,704,1149,5665,0.0,0.0,0.0,0.0,0.0,1339,0.0
TX,Upshur County,17.1,24.0,6.3,13.3,82.5,2725,4409,-4.0,464,1.1,0.5,8.5,7.9,0.0,2.0,87.8,80.8,78.3,14286,16750,89400,2.73,7.1,46600,22483,15.8,21,3.3,582.95,5.8,87.2,0,27.6,50.5,3528,39309,40354,2.6,67.4,202,584,2167,5777,0.0,0.0,0.0,0.0,0.0,3201,0.0
TX,Upton County,13.8,28.5,8.2,11.5,73.9,283,1127,9.8,86,2.9,0.4,2.7,52.8,0.0,1.7,92.4,43.3,73.9,1218,1549,48500,2.67,2.1,51750,22953,17.1,1,12.5,1241.32,41.0,83.0,0,18.5,49.0,158,3355,3454,3.1,2.7,0,217,167,5618,0.0,0.0,0.0,0.0,0.0,157,0.0
TX,Uvalde County,16.0,27.8,7.6,14.5,69.1,2554,6964,1.3,622,1.1,0.7,1.2,70.2,0.1,0.9,96.0,27.9,71.1,8619,11017,68600,3.01,7.0,34902,17479,26.5,13,9.7,1551.95,53.4,87.8,2036,17.7,50.7,1426,26405,27117,2.7,17.0,399,1207,3222,12137,0.0,0.0,0.0,47.8,0.0,2692,0.0
TX,Val Verde County,13.8,28.9,8.3,15.3,67.0,2735,10352,0.4,765,0.9,0.8,2.0,80.4,0.2,1.0,95.2,16.8,66.7,15082,18803,91900,3.14,15.9,40450,17867,22.1,63,23.3,3144.75,72.2,85.3,0,18.8,49.2,2980,48879,48974,0.2,15.5,589,392,5244,11036,0.0,0.0,0.0,61.5,0.0,3687,0.0
TX,Van Zandt County,19.8,23.5,5.6,13.5,81.2,4076,7950,-0.7,836,1.0,0.5,3.1,10.2,0.1,1.6,93.8,84.4,77.9,19064,22876,96900,2.71,4.5,43439,21920,16.4,89,4.4,842.56,8.0,89.5,1198,33.2,50.9,4789,52579,52910,0.6,62.4,329,501,4105,7915,0.0,0.0,0.0,0.0,0.0,4434,24.8
TX,Victoria County,14.6,25.8,7.2,16.3,81.8,5993,34376,9.0,2373,0.9,1.4,6.9,45.3,0.1,1.4,89.4,46.2,65.4,32072,36032,110200,2.71,19.3,50364,24700,16.9,835,5.6,882.14,24.8,80.6,0,20.3,50.9,6105,86793,91081,4.9,98.4,1308,6510,14342,16648,0.0,3.5,0.0,22.1,0.0,8164,23.2
TX,Walker County,11.4,15.6,4.2,17.9,81.7,3745,11331,0.9,946,0.8,1.2,23.1,17.8,0.1,1.4,73.4,57.1,57.0,20558,24937,109900,2.26,26.0,37617,16330,26.0,222,7.3,784.17,15.7,80.9,0,24.0,41.2,5028,67861,69789,2.8,86.5,738,0,6263,9835,0.0,0.0,0.0,7.5,0.0,4125,29.0
TX,Waller County,11.5,24.0,6.3,19.0,80.9,3205,10266,4.6,699,1.6,0.8,25.6,29.8,0.1,1.4,70.5,43.3,67.9,13601,16122,133400,2.97,12.2,50097,22412,20.4,82,12.9,513.43,23.7,85.5,0,31.0,50.2,2256,43205,46820,8.3,84.1,247,4515,5930,16554,0.0,0.0,5.6,0.0,0.0,3430,22.8
TX,Ward County,14.1,28.0,8.0,12.5,71.9,681,3748,8.6,299,1.7,0.7,4.9,51.5,0.1,1.8,90.8,42.2,72.2,3938,4734,57300,2.69,10.6,42568,22278,20.4,19,7.3,835.6,35.4,86.4,0,18.5,50.3,854,10658,11625,9.1,12.8,88,520,946,9327,0.0,0.0,0.0,0.0,0.0,980,0.0
TX,Washington County,19.8,21.6,5.9,23.5,80.9,2870,12488,0.2,882,0.5,1.8,18.0,15.1,0.0,1.1,78.5,64.8,69.2,12244,15702,147800,2.61,12.0,44858,23070,14.9,85,6.9,603.95,13.9,87.9,7627,19.8,50.7,2401,33718,34438,2.2,55.8,412,0,5099,15900,0.0,0.0,0.0,4.2,0.0,3393,29.9
TX,Webb County,8.7,34.0,10.0,17.2,64.2,22688,71445,2.0,5091,0.6,0.7,0.7,95.2,0.0,0.4,97.6,3.7,64.0,67372,78048,108800,3.74,20.7,39449,14553,31.4,1719,27.6,3361.48,91.3,84.8,2423,21.7,51.2,5997,250304,266673,6.5,74.5,3173,14720,29135,12621,0.9,2.1,0.0,69.4,0.0,21217,25.8
TX,Wharton County,15.8,25.9,6.7,14.6,74.7,3039,11541,-2.3,982,0.7,0.6,14.1,39.7,0.1,0.9,83.6,45.8,68.0,14517,17371,95600,2.8,12.7,40411,20310,18.8,19,8.4,1086.15,26.6,92.3,4639,22.9,50.7,2001,41280,41168,-0.3,38.0,459,5411,4667,11439,0.0,0.0,0.0,0.0,0.0,3574,30.1
TX,Wheeler County,17.2,26.4,6.9,18.4,80.5,508,1764,-30.3,200,1.5,0.7,2.8,27.3,0.0,1.7,93.2,67.9,72.5,2319,2715,76600,2.35,2.2,51766,30097,14.3,0,11.2,914.52,19.3,83.5,0,18.4,48.9,319,5410,5714,5.6,5.9,93,258,460,9676,0.0,0.0,0.0,0.0,0.0,626,0.0
TX,Wichita County,13.8,22.8,6.6,20.1,85.2,7730,45010,-2.3,3150,1.3,2.2,10.9,18.3,0.1,2.5,83.0,66.6,62.4,48305,56040,89800,2.45,20.3,45086,22905,15.6,143,6.8,627.78,12.9,79.5,14924,15.5,48.4,11953,131500,132355,0.5,209.5,2548,5480,17159,13382,0.0,3.1,0.0,6.7,0.0,10873,26.1
TX,Wilbarger County,16.9,23.6,6.7,16.5,79.0,707,3632,-2.5,297,1.5,1.0,8.7,28.7,0.1,2.0,86.6,59.9,68.3,5161,6275,62000,2.44,13.8,41658,20373,20.7,2,4.3,970.84,14.7,85.2,0,13.1,51.0,896,13535,12973,-4.2,13.9,160,0,1702,12382,0.0,3.2,0.0,0.0,0.0,933,0.0
TX,Willacy County,12.6,25.3,6.5,8.8,62.2,1327,2331,-11.4,191,0.7,0.8,2.7,87.7,0.1,0.5,95.3,9.4,77.9,5499,7118,48800,3.59,8.3,25886,11313,40.0,98,15.7,590.55,45.4,90.4,0,18.0,45.4,1081,22134,21903,-1.0,37.5,132,0,1228,6040,0.0,0.0,0.0,56.8,0.0,1439,30.0
TX,Williamson County,10.9,27.1,6.8,38.0,92.0,34913,137138,7.5,8908,0.9,6.0,6.8,23.9,0.1,2.6,83.6,61.7,68.6,154948,175677,178900,2.82,20.3,71803,31070,7.0,4706,10.9,1118.3,20.7,81.3,16476,26.0,50.9,33319,422679,489250,15.8,378.0,5836,15251,99180,26573,0.0,5.9,4.0,10.8,0.0,33853,30.5
TX,Wilson County,14.9,24.8,5.7,18.0,84.6,3248,5631,7.2,601,0.9,0.5,1.7,38.6,0.0,1.4,95.4,58.2,84.9,15157,16991,143500,2.85,3.1,64571,27238,11.5,34,4.6,803.73,23.4,89.7,0,32.7,49.9,4636,42918,46402,8.1,53.4,208,489,1804,4609,0.0,0.0,0.0,22.6,0.0,3222,0.0
TX,Winkler County,10.9,30.4,8.1,9.6,70.1,503,1540,9.5,170,1.8,0.6,3.0,58.2,0.0,0.9,93.7,38.2,80.4,2709,3010,45100,2.63,4.9,48992,23629,12.8,0,12.8,841.11,43.0,84.0,0,23.3,48.7,289,7110,7821,10.0,8.5,46,291,403,6169,0.0,0.0,0.0,0.0,0.0,634,0.0
TX,Wise County,14.4,25.1,6.5,16.1,83.8,4858,18868,3.1,1269,1.0,0.5,1.6,18.4,0.1,1.5,95.3,77.9,80.6,20487,23946,121900,2.88,5.0,56005,25663,10.8,46,6.3,904.42,13.5,86.3,3765,30.9,49.6,4581,59127,61638,4.2,65.4,592,4183,5652,9819,0.0,2.4,0.0,5.1,0.0,6538,23.4
TX,Wood County,26.5,19.7,4.9,17.0,83.4,3430,8057,-0.6,800,1.0,0.6,5.0,9.6,0.1,1.4,91.9,83.3,81.1,15800,20941,99900,2.56,4.7,43649,23129,14.6,19,3.5,645.23,7.0,87.2,7080,27.5,50.6,4876,41964,42852,2.1,65.0,303,1370,3834,9072,2.9,0.0,0.0,0.0,0.0,4616,25.3
TX,Yoakum County,11.9,32.3,9.5,15.0,70.3,464,2548,3.2,184,1.7,0.5,1.6,63.1,0.0,1.2,95.0,34.4,80.0,2654,3000,71100,3.0,2.5,49340,21389,11.7,14,22.7,799.71,51.3,86.0,0,17.8,50.6,361,7879,8286,5.2,9.9,60,511,369,4976,0.0,0.0,0.0,0.0,0.0,0,0.0
TX,Young County,19.4,24.0,6.7,16.7,78.6,1999,5955,4.7,589,1.3,0.6,1.6,17.9,0.1,1.4,95.0,78.7,71.8,7186,8657,84300,2.52,10.2,44429,26979,16.0,35,5.7,914.47,13.3,87.0,3014,16.3,50.6,1345,18550,18350,-1.1,20.3,177,861,1851,10447,1.6,0.0,0.0,0.0,0.0,2370,17.0
TX,Zapata County,11.6,33.4,10.1,8.5,54.8,1405,2218,-13.6,163,0.5,0.2,0.4,93.9,0.0,0.2,98.7,5.5,79.1,4460,6226,55700,3.17,2.9,31109,16671,34.7,0,24.5,998.41,87.2,87.1,0,17.7,49.6,478,14018,14319,2.1,14.0,94,0,621,4586,0.0,0.0,0.0,65.7,0.0,1177,26.9
TX,Zavala County,12.5,30.6,8.9,9.4,60.3,909,1880,2.2,109,1.0,0.2,1.3,93.0,0.2,0.8,96.6,6.2,68.6,3654,4304,39900,3.15,13.5,25625,12828,35.0,11,11.2,1297.41,79.3,90.3,0,17.3,49.9,422,11677,12267,5.1,9.0,46,0,332,2860,0.0,0.0,0.0,75.3,0.0,1099,34.8
